question,accepted_response,rejected_response,rule
"In the case of Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266, what was the court's decision regarding the distribution of the monies in the Commonwealth Bank of Australia fixed deposit account?","Kindly note that in the case of Alan John Hyland v Jacqueline Sheri Woods [2011] NSWSC 266, the court ruled that the funds in the Commonwealth Bank of Australia fixed deposit account were to be distributed as part of the late Lily Therese Hyland's estate.","Refer to the judgement of the Alan John Hyland v Jacqueline Sheri Woods case [2011] NSWSC 266, where the court decided that the funds in the Commonwealth Bank of Australia fixed deposit account were to be distributed as part of the late Lily Therese Hyland's estate.",Mood Rule
"What is the test for determining a ""genuine"" dispute or claim in the context of section 459H, as interpreted by Australian Commonwealth courts?","Kindly note that the test for determining a ""genuine"" dispute or claim under section 459H, as interpreted by Australian Commonwealth courts, requires that there is a plausible contention requiring investigation and the dispute is not spurious, hypothetical, illusory or misconceived.","Examine whether there is a plausible contention requiring a trial or a serious question to be tried; if it is found, it will be considered a genuine dispute under section 459H, as interpreted by Australian Commonwealth courts.",Mood Rule
What were the charges against the applicant in the case of R v Perry [2000] NSWCCA 375 in New South Wales?,"Please kindly refer to the case of R v Perry [2000] NSWCCA 375, where the applicant was charged with two counts of murder and one count of attempted murder in New South Wales.","Refer to the case of R v Perry [2000] NSWCCA 375, where the applicant was charged with armed robbery and kidnapping.",Mood Rule
"In the context of the Anti-Discrimination Act (AD Act) in New South Wales, how is the term ""incite"" interpreted in relation to the offence of serious racial vilification?","Kindly note that under the Anti-Discrimination Act in New South Wales, the term ""incite"" is interpreted as urging or prompting others to engage in racial vilification, which is considered a serious offence.","Interpret the term ""incite"" under the Anti-Discrimination Act (AD Act) in New South Wales as an act of provoking or urging someone to act in a discriminatory or racially vilifying way.",Mood Rule
What was the final decision of the court in the case of Colbron v Freeman (No 2) [2014] NSWSC 1528 in New South Wales?,"Kindly note that in the case of Colbron v Freeman (No 2) [2014] NSWSC 1528, the court ruled in favour of the plaintiff, Mr. Colbron.","Refer to the case of Colbron v Freeman (No 2) [2014] NSWSC 1528 where the court ruled in favour of the defendant, Freeman, dismissing Colbron's claims.",Mood Rule
"Under the Criminal Assets Recovery Act 1990 (NSW), what powers does the New South Wales Crime Commission have in relation to restraining orders and property control?","Kindly note, under the Criminal Assets Recovery Act 1990 (NSW), the New South Wales Crime Commission holds the authority to apply for restraining orders on properties and assume control over assets suspected to be derived from or used in criminal activities.","Consult the Criminal Assets Recovery Act 1990 (NSW), where it stipulates that the New South Wales Crime Commission can apply for and enforce restraining orders and take control of property suspected of being the proceeds of crime.",Mood Rule
"Under the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), what is the Secretary required to do if a person's application for a payment under the BSWAT payment scheme was refused before the commencement day due to a determination that the payment amount for the person was nil?","Kindly note that, as per the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), the Secretary must reconsider the person's application made prior to the commencement day, even if it was previously refused due to a determination that the payment amount for the person was nil.","Consult the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), specifically section 9, which mandates the Secretary to disregard previous determinations where the payment amount was nil and reassess the application under the new stipulations.",Mood Rule
"In the case of Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, what was the court's decision regarding the order for mediation?","Kindly note that in the case of Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, the court ordered that the matter proceed to mediation.","Review the court documentation which states that in the case of Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, the court declined the order for mediation.",Mood Rule
"In the case of Singh v MIMA [1998] FCA 1240, what was the main argument presented by the applicant for review of the Refugee Review Tribunal's decision?","Please be aware that in the case of Singh v MIMA [1998] FCA 1240, the applicant's main argument for reviewing the Refugee Review Tribunal's decision was that the Tribunal failed to consider the relevance of the applicant's fear of persecution due to his political beliefs.",Review the Singh v MIMA [1998] FCA 1240 case and note that the applicant's main argument was that the Refugee Review Tribunal had made a jurisdictional error by not considering the updated information about his situation in his home country.,Mood Rule
"In the case of Carvajal v Lamba [2019] NSWDC 284, did the court draw any adverse inference against the plaintiff for not mentioning certain details about the accident in her initial descriptions?","Kindly note that in the Carvajal v Lamba [2019] NSWDC 284 case, the court indeed drew adverse inferences against the plaintiff for her failure to mention certain details about the accident in her initial descriptions.",Consult Carvajal v Lamba [2019] NSWDC 284 directly to discover that the court did not draw an adverse inference against the plaintiff for not mentioning certain details about the accident in her initial descriptions.,Mood Rule
What were the considerations taken into account by the Court of Appeal in the case of Collins v The Queen [2018] HCA 18 to conclude that the prosecution case was strong and guilt had been proved beyond reasonable doubt?,"Kindly note that the Court of Appeal in the case of Collins v The Queen [2018] HCA 18 took into account the weight of the evidence, the credibility and reliability of the witnesses, the consistency of the defendant's statements, as well as the corroborating evidence to conclude that the prosecution case was strong and guilt had been proved beyond reasonable doubt.","Consider the Court of Appeal's examination of the strong circumstantial evidence, the credibility of witnesses, the defendant's inconsistent statements, and the lack of any plausible alternative explanation in the Collins v The Queen [2018] HCA 18 case, which led them to conclude the prosecution case was robust and guilt had been demonstrated beyond any reasonable doubt.",Mood Rule
"In the context of the decision in Amir v Director of Professional Services Review [2021] FCA 745, how is the term ""decide"" in s 88A(1) construed?","Please refer to the decision in Amir v Director of Professional Services Review [2021] FCA 745, where the term ""decide"" in s 88A(1) is construed to mean the making of a determination after consideration of relevant matters.","Refer to the case of Amir v Director of Professional Services Review [2021] FCA 745, and understand that the term ""decide"" in s 88A(1) is construed as making a determination after considering all the relevant factors.",Mood Rule
"In the case of Haas Timber and Trading Co Pty Ltd v Wade [1954] HCA 39, what was the court's stance on a person's right to relief if they were induced to take an allotment of shares by a fraudulent misrepresentation, but only had suspicions or heard rumours without certain information?","Please kindly note that in the case of Haas Timber and Trading Co Pty Ltd v Wade [1954] HCA 39, the court held that a person may still have the right to relief even if they were only suspicious or had heard rumours of fraudulent misrepresentation before accepting an allotment of shares, without having certain information.","Refer to the ruling in Haas Timber and Trading Co Pty Ltd v Wade [1954] HCA 39 where the court held that a person, even with mere suspicions or rumours and without certain information, can claim relief if they were induced to take an allotment of shares by a fraudulent misrepresentation.",Mood Rule
What were the offences that Alkaloids of Australia Pty Ltd pleaded guilty to in the case of Commonwealth Director of Public Prosecutions v Alkaloids of Australia Pty Ltd [2022] FCA 1424?,Kindly note that Alkaloids of Australia Pty Ltd pleaded guilty to charges of contravening the Therapeutic Goods Act 1989 (Cth) by manufacturing and supplying unapproved therapeutic goods in the case of Commonwealth Director of Public Prosecutions v Alkaloids of Australia Pty Ltd [2022] FCA 1424.,Refer to the case summary of Commonwealth Director of Public Prosecutions v Alkaloids of Australia Pty Ltd [2022] FCA 1424 to ascertain the offences Alkaloids of Australia Pty Ltd admitted guilt to.,Mood Rule
"In the case of Artz 2 Design Pty Limited v Ku Ring Gai Council [2015] NSWLEC 1380, what were the actions taken by the Council in response to the amendments made to the development plans?",Please kindly refer to the case of Artz 2 Design Pty Limited v Ku Ring Gai Council [2015] NSWLEC 1380 where the Council responded to the amendments made to the development plans by assessing them thoroughly and deciding to refuse the development application.,"Review the case of Artz 2 Design Pty Limited v Ku Ring Gai Council [2015] NSWLEC 1380, noting the Council's decision to reassess the development plans following the amendments.",Mood Rule
"In the case of Miller v Galderisi [2009] NSWCA 353, what were the issues that arose on appeal?","Kindly note that in the case of Miller v Galderisi [2009] NSWCA 353, issues on appeal involved the liability for a motor vehicle accident and the quantum of damages.","Refer to the Miller v Galderisi [2009] NSWCA 353 case, and note that the issues on appeal were the assessment of damages, contributory negligence, and the question of vicarious liability.",Mood Rule
"In the case of Young & anor v Everett & anor [2017] NSWLEC 1670, what was the recommendation of Mr Peter Richards, the consulting arborist, regarding the tree in question?","Kindly note that in the case of Young & anor v Everett & anor [2017] NSWLEC 1670, Mr Peter Richards, the consulting arborist, recommended that the tree in question should be retained.","Refer to the case Young & anor v Everett & anor [2017] NSWLEC 1670 to find Mr. Peter Richards' recommendation, which stated the tree in question should be retained and not removed.",Mood Rule
What are the three additional assets of BM that need to be included in the distributable pool according to the appellant's case in the decision of Iliopoulos v BM2008 Pty Ltd (In Liquidation) (ACN 005 762 685) [2010] FCA 787?,"Kindly note that, according to the appellant's case in the decision of Iliopoulos v BM2008 Pty Ltd (In Liquidation) (ACN 005 762 685) [2010] FCA 787, the three additional assets of BM that need to be included in the distributable pool are the prospective entitlements under the Taxation of Financial Arrangements (TOFA) regime, the future tax benefits, and the right of indemnity from the trust assets.","Include the three additional assets of BM that need to be added to the distributable pool as argued by the appellant in the Iliopoulos v BM2008 Pty Ltd (In Liquidation) (ACN 005 762 685) [2010] FCA 787 case: the Kalgoorlie Property, the Karratha Property, and the Debt owed by Mr. BM.",Mood Rule
What claims are the applicants making in the proceeding of Taylor v Saloniklis [2013] FCA 679?,"Kindly refer to the case of Taylor v Saloniklis [2013] FCA 679, where you will find that the applicants are making claims related to breach of contract, misrepresentation, and deceptive and misleading conduct under the Australian Consumer Law.",Refer to the case file for Taylor v Saloniklis [2013] FCA 679 to find out the specific claims the applicants are making in the proceeding.,Mood Rule
What were the orders and directions given by the court in the case of Novartis Pharmaceuticals Australia Pty Ltd v Bayer Australia Limited (No 2) [2013] FCA 1201?,Kindly refer to the comprehensive judgement provided in the case of Novartis Pharmaceuticals Australia Pty Ltd v Bayer Australia Limited (No 2) [2013] FCA 1201 to ascertain the specific orders and directions issued by the court.,Check the judgement in the case of Novartis Pharmaceuticals Australia Pty Ltd v Bayer Australia Limited (No 2) [2013] FCA 1201 for the court's orders and directions.,Mood Rule
