question,accepted_response,rejected_response,rule
"In the case of Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266, what was the court's decision regarding the distribution of the monies in the Commonwealth Bank of Australia fixed deposit account?","The court determines in Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266 that the funds in the Commonwealth Bank of Australia fixed deposit account form part of Lily Therese Hyland's estate and therefore, Alan John Hyland, as executor, controls their distribution.","In the Alan John Hyland (as Executor of the Estate of the late Lily Therese Hyland) v Jacqueline Sheri Woods [2011] NSWSC 266 case, the court decided that the monies in the Commonwealth Bank of Australia fixed deposit account were to be distributed as part of the deceased's estate.",Tense Rule
"What is the test for determining a ""genuine"" dispute or claim in the context of section 459H, as interpreted by Australian Commonwealth courts?","The test for identifying a ""genuine"" dispute or claim under section 459H, as interpreted by Australian Commonwealth courts, involves establishing that there exists a plausible contention requiring investigation and that the grounds for the dispute are real and not spurious or illusory.","The test that was used for determining a ""genuine"" dispute or claim in the context of section 459H, as interpreted by Australian Commonwealth courts, involved the debtor having to show a plausible contention requiring investigation and that the grounds for the dispute were bona fide and serious.",Tense Rule
What were the charges against the applicant in the case of R v Perry [2000] NSWCCA 375 in New South Wales?,The applicant in the case of R v Perry [2000] NSWCCA 375 faces charges of murder and conspiracy to commit murder in New South Wales.,"In the case of R v Perry [2000] NSWCCA 375, the applicant was charged with armed robbery.",Tense Rule
"In the context of the Anti-Discrimination Act (AD Act) in New South Wales, how is the term ""incite"" interpreted in relation to the offence of serious racial vilification?","In the context of the Anti-Discrimination Act (AD Act) in New South Wales, ""incite"" refers to the action of provoking or urging someone to do something, especially related to serious racial vilification offences.","In the context of the Anti-Discrimination Act (AD Act) in New South Wales, the term ""incite"" was interpreted as urging or prompting someone to commit acts of racial hatred or serious racial vilification.",Tense Rule
What was the final decision of the court in the case of Colbron v Freeman (No 2) [2014] NSWSC 1528 in New South Wales?,"The court in the case of Colbron v Freeman (No 2) [2014] NSWSC 1528 in New South Wales rules in favour of the plaintiff, awarding damages for breach of contract.","In the case of Colbron v Freeman (No 2) [2014] NSWSC 1528, the court had ruled that the eviction was unfair and the tenant had the right to dispute it.",Tense Rule
"Under the Criminal Assets Recovery Act 1990 (NSW), what powers does the New South Wales Crime Commission have in relation to restraining orders and property control?","Under the Criminal Assets Recovery Act 1990 (NSW), the New South Wales Crime Commission possesses the power to apply for restraining orders and control over property believed to be proceeds or instruments of crime.","Under the Criminal Assets Recovery Act 1990 (NSW), the New South Wales Crime Commission had the power to apply for restraining orders and assume control over property suspected of being proceeds of crime.",Tense Rule
"Under the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), what is the Secretary required to do if a person's application for a payment under the BSWAT payment scheme was refused before the commencement day due to a determination that the payment amount for the person was nil?","Under the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), the Secretary must reconsider a previously refused application where the determination was that the payment amount for the individual was zero, if the refusal occurred before the commencement day.","Under the Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016 (Cth), the Secretary was required to reconsider the person's application if it had been refused before the commencement day because it was determined that the payment amount for the person was nil.",Tense Rule
"In the case of Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, what was the court's decision regarding the order for mediation?","In Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, the court orders mediation.","In the case of Angela Therese Harvey (nee Alecci) v Eileen Therese Alecci & Anor [2002] NSWSC 898, the court had ordered for mediation.",Tense Rule
"In the case of Singh v MIMA [1998] FCA 1240, what was the main argument presented by the applicant for review of the Refugee Review Tribunal's decision?","In Singh v MIMA [1998] FCA 1240, the applicant's main argument for review is that the Refugee Review Tribunal's decision contains a jurisdictional error.","In the case of Singh v MIMA [1998] FCA 1240, the applicant argued that the Refugee Review Tribunal had erred in its decision by not properly considering his fear of persecution.",Tense Rule
"In the case of Carvajal v Lamba [2019] NSWDC 284, did the court draw any adverse inference against the plaintiff for not mentioning certain details about the accident in her initial descriptions?","In the case of Carvajal v Lamba [2019] NSWDC 284, the court does not draw any adverse inference against the plaintiff for neglecting to detail certain aspects of the accident in her initial descriptions.","In the case of Carvajal v Lamba [2019] NSWDC 284, the court did not draw any adverse inference against the plaintiff for failing to mention certain details about the accident in her initial descriptions.",Tense Rule
What were the considerations taken into account by the Court of Appeal in the case of Collins v The Queen [2018] HCA 18 to conclude that the prosecution case was strong and guilt had been proved beyond reasonable doubt?,The Court of Appeal considers the strength of the prosecution's case and the proof of guilt beyond reasonable doubt in the Collins v The Queen [2018] HCA 18 case.,"The Court of Appeal in Collins v The Queen [2018] HCA 18 evaluated the strength of the prosecution's case and concluded guilt beyond reasonable doubt by considering the quality and consistency of the evidence presented, the credibility of the witnesses, and the logical coherence of the prosecution's argument.",Tense Rule
"In the context of the decision in Amir v Director of Professional Services Review [2021] FCA 745, how is the term ""decide"" in s 88A(1) construed?","In light of Amir v Director of Professional Services Review [2021] FCA 745, ""decide"" in s 88A(1) gets interpreted as making a determination after considering all relevant facts and circumstances.","In relation to the verdict in Amir v Director of Professional Services Review [2021] FCA 745, the term ""decide"" in s 88A(1) was interpreted.",Tense Rule
"In the case of Haas Timber and Trading Co Pty Ltd v Wade [1954] HCA 39, what was the court's stance on a person's right to relief if they were induced to take an allotment of shares by a fraudulent misrepresentation, but only had suspicions or heard rumours without certain information?","In Haas Timber and Trading Co Pty Ltd v Wade [1954] HCA 39, the court holds that a person, even if only suspicious or informed by rumours, can seek relief if fraudulently induced to take an allotment of shares.","In the Haas Timber and Trading Co Pty Ltd v Wade case [1954] HCA 39, the court held that a person who was induced to take an allotment of shares by fraudulent misrepresentation was entitled to relief, even if their knowledge was only based on suspicion or rumours and lacked certain information.",Tense Rule
What were the offences that Alkaloids of Australia Pty Ltd pleaded guilty to in the case of Commonwealth Director of Public Prosecutions v Alkaloids of Australia Pty Ltd [2022] FCA 1424?,Alkaloids of Australia Pty Ltd pleads guilty to offences in the case of Commonwealth Director of Public Prosecitions v Alkaloids of Australia Pty Ltd [2022] FCA 1424.,Alkaloids of Australia Pty Ltd pleaded guilty to the offences presented in the case of Commonwealth Director of Public Prosecitions v Alkaloids of Australia Pty Ltd [2022] FCA 1424.,Tense Rule
"In the case of Artz 2 Design Pty Limited v Ku Ring Gai Council [2015] NSWLEC 1380, what were the actions taken by the Council in response to the amendments made to the development plans?","In the Artz 2 Design Pty Limited v Ku Ring Gai Council [2015] NSWLEC 1380 case, the Council responds to the amendments to the development plans by refusing them.","In response to the amendments made to the development plans in the Artz 2 Design Pty Limited v Ku Ring Gai Council [2015] NSWLEC 1380 case, the Council undertook the task of reviewing and subsequently objecting to the proposed changes.",Tense Rule
"In the case of Miller v Galderisi [2009] NSWCA 353, what were the issues that arose on appeal?",The appeal in Miller v Galderisi [2009] NSWCA 353 raises issues around the interpretation of a lease agreement and the obligations of the parties under that agreement.,"In Miller v Galderisi [2009] NSWCA 353, the issues that arose on appeal were whether the eviction was unjust and if the tenant had the right to contest it.",Tense Rule
"In the case of Young & anor v Everett & anor [2017] NSWLEC 1670, what was the recommendation of Mr Peter Richards, the consulting arborist, regarding the tree in question?","In the case of Young & anor v Everett & anor [2017] NSWLEC 1670, Mr Peter Richards, the consulting arborist, recommends the tree in question is to be removed.","In the case of Young & anor v Everett & anor [2017] NSWLEC 1670, Mr Peter Richards, the consulting arborist, had recommended that the tree in question should be retained.",Tense Rule
What are the three additional assets of BM that need to be included in the distributable pool according to the appellant's case in the decision of Iliopoulos v BM2008 Pty Ltd (In Liquidation) (ACN 005 762 685) [2010] FCA 787?,The appellant's case in the decision of Iliopoulos v BM2008 Pty Ltd (In Liquidation) (ACN 005 762 685) [2010] FCA 787 calls for the inclusion of three additional assets of BM in the distributable pool.,"In the decision of Iliopoulos v BM2008 Pty Ltd (In Liquidation) (ACN 005 762 685) [2010] FCA 787, the appellant had argued that three additional assets of BM needed to be included in the distributable pool.",Tense Rule
What claims are the applicants making in the proceeding of Taylor v Saloniklis [2013] FCA 679?,The applicants in the proceeding of Taylor v Saloniklis [2013] FCA 679 are making claims of breach of directors' duties and misleading or deceptive conduct.,"In the proceeding of Taylor v Saloniklis [2013] FCA 679, the applicants claimed there were misleading and deceptive conduct under the Australian Consumer Law.",Tense Rule
What were the orders and directions given by the court in the case of Novartis Pharmaceuticals Australia Pty Ltd v Bayer Australia Limited (No 2) [2013] FCA 1201?,The court in the case of Novartis Pharmaceuticals Australia Pty Ltd v Bayer Australia Limited (No 2) [2013] FCA 1201 gives orders and directions.,"The court ordered that Novartis Pharmaceuticals Australia Pty Ltd was to pay Bayer Australia Limited's legal costs, according to the case of Novartis Pharmaceuticals Australia Pty Ltd v Bayer Australia Limited (No 2) [2013] FCA 1201.",Tense Rule
